objectid,geography_name,metric_name,year,metric_value,source,geography,Shape__Area,Shape__Length
597,South,percent_of_population_reporting_no_checkup_in_past_year,2022,23.28078006,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5235931.40625,11270.4606835175
598,South,percent_of_population_identifying_as_nh_asian_pi,2020,16.1386867,Decennial Census,Planning district,5235931.40625,11270.4606835175
599,South,unemployment_rate_in_population_16_and_older,2014,14.07963538,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
600,South,percent_of_population_identifying_as_nh_multiracial,2019,2.19343529,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
601,South,percent_of_adult_population_without_bachelors_degree,2019,69.67957157,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
602,South,percent_of_population_identifying_as_nh_white,2019,48.98573116,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
603,South,percent_of_population_identifying_as_nh_white,2020,49.40678148,Decennial Census,Planning district,5235931.40625,11270.4606835175
604,South,percent_of_population_identifying_as_nh_white,2014,47.18906599,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
605,South,percent_of_adult_population_without_bachelors_degree,2014,78.12617825,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
606,South,percent_of_population_identifying_as_nh_asian_pi,2014,15.10000438,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
607,South,percent_of_population_age_65_or_older,2023,13.46738261,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
608,South,percent_of_adult_population_without_bachelors_degree,2023,56.55307664,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
609,South,percent_of_population_identifying_as_nh_asian_pi,2010,14.37353278,Decennial Census,Planning district,5235931.40625,11270.4606835175
610,South,percent_of_population_identifying_as_nh_asian_pi,2023,15.35473552,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
611,South,unemployment_rate_in_population_16_and_older,2023,7.35491846,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
612,South,percent_of_population_identifying_as_nh_black,2010,28.22036959,Decennial Census,Planning district,5235931.40625,11270.4606835175
613,South,percent_of_population_identifying_as_hispanic,2023,12.08652272,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
614,South,percent_of_population_identifying_as_nh_asian_pi,2019,16.25132772,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
615,South,percent_of_population_identifying_as_nh_multiracial,2010,1.881057,Decennial Census,Planning district,5235931.40625,11270.4606835175
616,South,percent_of_population_reporting_no_checkup_in_past_year,2020,24.53500779,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5235931.40625,11270.4606835175
617,South,percent_of_population_in_poverty,2023,16.1485412,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
618,South,percent_of_population_identifying_as_nh_black,2014,26.25388987,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
619,South,percent_of_population_identifying_as_nh_multiracial,2023,4.36726456,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
620,South,percent_of_population_identifying_as_nh_black,2019,21.43000394,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
621,South,percent_of_population_in_poverty,2014,23.50062993,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
622,South,percent_of_population_in_poverty,2019,20.26180863,American Community Survey 5-Year Estimates,Planning district,5235931.40625,11270.4606835175
623,South,percent_of_population_identifying_as_hispanic,2010,8.50764462,Decennial Census,Planning district,5235931.40625,11270.4606835175
624,South,percent_of_population_reporting_no_checkup_in_past_year,2019,21.44264667,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,5235931.40625,11270.4606835175
625,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2014,11.39683042,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
626,University Southwest,percent_of_population_identifying_as_nh_multiracial,2020,3.99347343,Decennial Census,Planning district,3885634.5078125,11297.3332341284
627,University Southwest,unemployment_rate_in_population_16_and_older,2014,13.17505381,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
628,University Southwest,percent_of_population_reporting_no_checkup_in_past_year,2021,25.49900475,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3885634.5078125,11297.3332341284
629,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2020,14.43829846,Decennial Census,Planning district,3885634.5078125,11297.3332341284
630,University Southwest,percent_of_population_without_health_insurance,2014,12.3383965,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
631,University Southwest,percent_of_population_identifying_as_nh_white,2020,31.14353823,Decennial Census,Planning district,3885634.5078125,11297.3332341284
632,University Southwest,percent_of_adult_population_without_bachelors_degree,2019,60.89749472,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
633,University Southwest,percent_of_population_reporting_no_checkup_in_past_year,2022,23.08039842,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3885634.5078125,11297.3332341284
634,University Southwest,percent_of_population_identifying_as_nh_black,2014,48.84460307,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
635,University Southwest,percent_of_population_identifying_as_nh_black,2020,43.69676912,Decennial Census,Planning district,3885634.5078125,11297.3332341284
636,University Southwest,unemployment_rate_in_population_16_and_older,2019,8.0192275,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
637,University Southwest,percent_of_population_age_65_or_older,2014,7.60130827,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
638,University Southwest,percent_of_population_without_health_insurance,2019,6.78357061,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
639,University Southwest,percent_of_population_identifying_as_nh_multiracial,2014,3.08552495,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
640,University Southwest,percent_of_population_with_a_disability,2019,12.99047572,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
641,University Southwest,percent_of_population_identifying_as_nh_white,2019,30.55158652,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
642,University Southwest,percent_of_population_identifying_as_hispanic,2020,5.93987225,Decennial Census,Planning district,3885634.5078125,11297.3332341284
643,University Southwest,percent_of_population_identifying_as_nh_multiracial,2023,5.76949078,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
644,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2019,11.24482657,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
645,University Southwest,percent_of_population_identifying_as_nh_multiracial,2019,2.97102877,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
646,University Southwest,percent_of_population_age_65_or_older,2019,9.2321147,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
647,University Southwest,percent_of_population_identifying_as_hispanic,2020,5.93987225,Decennial Census,Planning district,3885634.5078125,11297.3332341284
648,University Southwest,percent_of_population_reporting_no_checkup_in_past_year,2019,21.68263768,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3885634.5078125,11297.3332341284
649,University Southwest,percent_of_population_identifying_as_hispanic,2019,5.28059716,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
650,University Southwest,percent_of_population_identifying_as_nh_black,2023,42.80288597,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
651,University Southwest,percent_of_population_identifying_as_nh_white,2023,33.63119016,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
652,University Southwest,percent_of_population_in_poverty,2014,40.09637778,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
653,University Southwest,percent_of_population_identifying_as_nh_black,2019,49.4654119,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
654,University Southwest,percent_of_adult_population_without_bachelors_degree,2014,66.76413217,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
655,University Southwest,percent_of_adult_population_without_bachelors_degree,2023,53.12696983,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
656,University Southwest,percent_of_population_reporting_no_checkup_in_past_year,2020,23.90647493,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,3885634.5078125,11297.3332341284
657,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2020,14.43829846,Decennial Census,Planning district,3885634.5078125,11297.3332341284
658,University Southwest,percent_of_population_identifying_as_nh_black,2020,43.69676912,Decennial Census,Planning district,3885634.5078125,11297.3332341284
659,University Southwest,percent_of_population_with_a_disability,2023,14.4181562,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
660,University Southwest,percent_of_population_without_health_insurance,2023,6.63798858,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
661,University Southwest,percent_of_population_with_a_disability,2014,10.38317849,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
662,University Southwest,percent_of_population_age_65_or_older,2023,7.99542767,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
663,University Southwest,percent_of_population_identifying_as_hispanic,2023,5.39092172,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
664,University Southwest,percent_of_population_in_poverty,2023,27.24081267,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
665,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2023,11.41975688,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
666,University Southwest,percent_of_population_in_poverty,2019,33.51259511,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
667,University Southwest,percent_of_population_identifying_as_hispanic,2010,3.64666161,Decennial Census,Planning district,3885634.5078125,11297.3332341284
668,University Southwest,percent_of_population_identifying_as_nh_white,2014,31.7201223,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
669,University Southwest,percent_of_population_identifying_as_nh_white,2020,31.14353823,Decennial Census,Planning district,3885634.5078125,11297.3332341284
670,University Southwest,percent_of_population_identifying_as_hispanic,2014,4.09291901,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
671,University Southwest,percent_of_population_identifying_as_nh_multiracial,2010,2.63254471,Decennial Census,Planning district,3885634.5078125,11297.3332341284
672,University Southwest,unemployment_rate_in_population_16_and_older,2023,8.7043109,American Community Survey 5-Year Estimates,Planning district,3885634.5078125,11297.3332341284
673,University Southwest,percent_of_population_identifying_as_nh_asian_pi,2010,11.57854819,Decennial Census,Planning district,3885634.5078125,11297.3332341284
674,University Southwest,percent_of_population_identifying_as_nh_multiracial,2020,3.99347343,Decennial Census,Planning district,3885634.5078125,11297.3332341284
675,University Southwest,percent_of_population_identifying_as_nh_black,2010,51.70038901,Decennial Census,Planning district,3885634.5078125,11297.3332341284
676,University Southwest,percent_of_population_identifying_as_nh_white,2010,29.90727375,Decennial Census,Planning district,3885634.5078125,11297.3332341284
677,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2020,6.04614161,Decennial Census,Planning district,8797737.4765625,16526.452319171
678,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2014,6.24952586,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
679,Upper Far Northeast,percent_of_population_reporting_no_checkup_in_past_year,2020,23.47193754,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8797737.4765625,16526.452319171
680,Upper Far Northeast,unemployment_rate_in_population_16_and_older,2014,8.84281326,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
681,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2023,19.13240673,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
682,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2023,63.93123628,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
683,Upper Far Northeast,percent_of_population_with_a_disability,2014,16.12793834,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
684,Upper Far Northeast,percent_of_population_without_health_insurance,2014,11.51290944,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
685,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2020,63.67150972,Decennial Census,Planning district,8797737.4765625,16526.452319171
686,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2020,18.71484599,Decennial Census,Planning district,8797737.4765625,16526.452319171
687,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2014,11.63422294,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
688,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2023,7.44257498,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
689,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2019,15.26387625,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
690,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2020,63.67150972,Decennial Census,Planning district,8797737.4765625,16526.452319171
691,Upper Far Northeast,percent_of_population_without_health_insurance,2023,6.34332798,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
692,Upper Far Northeast,percent_of_population_reporting_no_checkup_in_past_year,2021,24.25226034,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8797737.4765625,16526.452319171
693,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2014,4.91131712,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
694,Upper Far Northeast,percent_of_population_in_poverty,2023,11.44972221,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
695,Upper Far Northeast,unemployment_rate_in_population_16_and_older,2019,6.43092998,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
696,Upper Far Northeast,percent_of_population_reporting_no_checkup_in_past_year,2019,19.76782824,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8797737.4765625,16526.452319171
697,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2020,6.97846446,Decennial Census,Planning district,8797737.4765625,16526.452319171
698,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2020,3.95818504,Decennial Census,Planning district,8797737.4765625,16526.452319171
699,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2020,3.95818504,Decennial Census,Planning district,8797737.4765625,16526.452319171
700,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2010,5.82688987,Decennial Census,Planning district,8797737.4765625,16526.452319171
701,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2019,2.63876251,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
702,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2019,6.89831665,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
703,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2014,0.98317377,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
704,Upper Far Northeast,percent_of_population_with_a_disability,2019,16.54839831,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
705,Upper Far Northeast,percent_of_population_without_health_insurance,2019,7.82019348,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
706,Upper Far Northeast,percent_of_population_with_a_disability,2023,15.78023678,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
707,Upper Far Northeast,percent_of_population_age_65_or_older,2023,24.25457206,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
708,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2019,6.82296406,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
709,Upper Far Northeast,percent_of_adult_population_without_bachelors_degree,2023,63.62737495,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
710,Upper Far Northeast,percent_of_population_age_65_or_older,2019,22.2375455,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
711,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2023,3.15581565,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
712,Upper Far Northeast,percent_of_population_identifying_as_nh_black,2020,6.97846446,Decennial Census,Planning district,8797737.4765625,16526.452319171
713,Upper Far Northeast,percent_of_adult_population_without_bachelors_degree,2014,72.69069389,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
714,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2010,75.27062533,Decennial Census,Planning district,8797737.4765625,16526.452319171
715,Upper Far Northeast,percent_of_population_in_poverty,2014,11.89767628,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
716,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2023,5.66934894,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
717,Upper Far Northeast,percent_of_adult_population_without_bachelors_degree,2019,65.44830448,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
718,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2014,75.33720736,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
719,Upper Far Northeast,percent_of_population_reporting_no_checkup_in_past_year,2022,20.64231322,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8797737.4765625,16526.452319171
720,Upper Far Northeast,unemployment_rate_in_population_16_and_older,2023,5.30200199,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
721,Upper Far Northeast,percent_of_population_identifying_as_nh_white,2019,67.5713717,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
722,Upper Far Northeast,percent_of_population_age_65_or_older,2014,21.25818325,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
723,Upper Far Northeast,percent_of_population_in_poverty,2019,13.42750022,American Community Survey 5-Year Estimates,Planning district,8797737.4765625,16526.452319171
724,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2020,18.71484599,Decennial Census,Planning district,8797737.4765625,16526.452319171
725,Upper Far Northeast,percent_of_population_identifying_as_nh_asian_pi,2010,11.65077697,Decennial Census,Planning district,8797737.4765625,16526.452319171
726,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2010,4.98761354,Decennial Census,Planning district,8797737.4765625,16526.452319171
727,Upper Far Northeast,percent_of_population_identifying_as_hispanic,2020,6.04614161,Decennial Census,Planning district,8797737.4765625,16526.452319171
728,Upper Far Northeast,percent_of_population_identifying_as_nh_multiracial,2010,1.79265821,Decennial Census,Planning district,8797737.4765625,16526.452319171
729,Upper North,percent_of_population_identifying_as_nh_black,2020,76.99478579,Decennial Census,Planning district,6706006.6484375,12859.2844841444
730,Upper North,percent_of_population_identifying_as_hispanic,2020,10.72364713,Decennial Census,Planning district,6706006.6484375,12859.2844841444
731,Upper North,percent_of_population_with_a_disability,2019,18.49115602,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
732,Upper North,percent_of_population_reporting_no_checkup_in_past_year,2021,20.87112847,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6706006.6484375,12859.2844841444
733,Upper North,percent_of_population_in_poverty,2023,21.50995385,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
734,Upper North,percent_of_population_identifying_as_hispanic,2014,9.67867464,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
735,Upper North,percent_of_population_identifying_as_hispanic,2019,9.45330752,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
736,Upper North,percent_of_population_identifying_as_nh_multiracial,2014,1.26565321,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
737,Upper North,percent_of_population_in_poverty,2019,23.60500946,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
738,Upper North,percent_of_adult_population_without_bachelors_degree,2023,81.05460139,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
739,Upper North,unemployment_rate_in_population_16_and_older,2023,9.60689063,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
740,Upper North,percent_of_population_identifying_as_nh_asian_pi,2020,5.57919955,Decennial Census,Planning district,6706006.6484375,12859.2844841444
741,Upper North,percent_of_population_age_65_or_older,2014,12.50802707,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
742,Upper North,percent_of_population_identifying_as_hispanic,2023,11.43020403,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
743,Upper North,percent_of_population_identifying_as_nh_multiracial,2019,2.43641946,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
744,Upper North,percent_of_population_identifying_as_nh_black,2020,76.99478579,Decennial Census,Planning district,6706006.6484375,12859.2844841444
745,Upper North,percent_of_population_in_poverty,2014,24.99008227,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
746,Upper North,percent_of_population_identifying_as_nh_asian_pi,2020,5.57919955,Decennial Census,Planning district,6706006.6484375,12859.2844841444
747,Upper North,percent_of_population_identifying_as_nh_white,2020,3.37302706,Decennial Census,Planning district,6706006.6484375,12859.2844841444
748,Upper North,percent_of_population_identifying_as_nh_white,2010,4.58439822,Decennial Census,Planning district,6706006.6484375,12859.2844841444
749,Upper North,percent_of_population_without_health_insurance,2019,9.08419894,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
750,Upper North,percent_of_population_age_65_or_older,2019,15.48027502,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
751,Upper North,percent_of_population_identifying_as_nh_asian_pi,2023,5.47342946,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
752,Upper North,percent_of_population_identifying_as_nh_multiracial,2020,2.51691094,Decennial Census,Planning district,6706006.6484375,12859.2844841444
753,Upper North,percent_of_population_with_a_disability,2014,16.50524022,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
754,Upper North,percent_of_population_without_health_insurance,2014,14.66170956,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
755,Upper North,percent_of_population_identifying_as_hispanic,2020,10.72364713,Decennial Census,Planning district,6706006.6484375,12859.2844841444
756,Upper North,unemployment_rate_in_population_16_and_older,2019,13.33519224,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
757,Upper North,percent_of_population_identifying_as_nh_multiracial,2023,2.98679036,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
758,Upper North,percent_of_population_reporting_no_checkup_in_past_year,2022,17.42694405,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6706006.6484375,12859.2844841444
759,Upper North,percent_of_population_reporting_no_checkup_in_past_year,2020,19.25866007,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6706006.6484375,12859.2844841444
760,Upper North,percent_of_population_identifying_as_nh_asian_pi,2019,5.01501902,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
761,Upper North,percent_of_population_age_65_or_older,2023,17.71167356,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
762,Upper North,percent_of_population_identifying_as_nh_white,2023,4.80925011,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
763,Upper North,percent_of_adult_population_without_bachelors_degree,2019,81.97403176,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
764,Upper North,percent_of_population_identifying_as_nh_white,2020,3.37302706,Decennial Census,Planning district,6706006.6484375,12859.2844841444
765,Upper North,percent_of_population_identifying_as_nh_white,2019,4.02443095,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
766,Upper North,percent_of_population_identifying_as_nh_black,2023,74.7699237,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
767,Upper North,percent_of_population_identifying_as_nh_asian_pi,2014,6.92600649,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
768,Upper North,percent_of_population_with_a_disability,2023,18.86722339,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
769,Upper North,percent_of_population_reporting_no_checkup_in_past_year,2019,16.77303385,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,6706006.6484375,12859.2844841444
770,Upper North,percent_of_population_identifying_as_nh_white,2014,4.34494153,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
771,Upper North,percent_of_population_identifying_as_nh_multiracial,2020,2.51691094,Decennial Census,Planning district,6706006.6484375,12859.2844841444
772,Upper North,percent_of_population_identifying_as_nh_black,2014,77.13148376,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
773,Upper North,percent_of_population_without_health_insurance,2023,8.18807092,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
774,Upper North,percent_of_population_identifying_as_nh_multiracial,2010,1.78832395,Decennial Census,Planning district,6706006.6484375,12859.2844841444
775,Upper North,percent_of_population_identifying_as_hispanic,2010,8.7179061,Decennial Census,Planning district,6706006.6484375,12859.2844841444
776,Upper North,percent_of_adult_population_without_bachelors_degree,2014,84.6173166,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
777,Upper North,percent_of_population_identifying_as_nh_asian_pi,2010,5.91906137,Decennial Census,Planning district,6706006.6484375,12859.2844841444
778,Upper North,percent_of_population_identifying_as_nh_black,2019,78.77711768,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
779,Upper North,unemployment_rate_in_population_16_and_older,2014,19.70086939,American Community Survey 5-Year Estimates,Planning district,6706006.6484375,12859.2844841444
780,Upper North,percent_of_population_identifying_as_nh_black,2010,78.52487516,Decennial Census,Planning district,6706006.6484375,12859.2844841444
781,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2020,1.79561228,Decennial Census,Planning district,8584358.8828125,14244.8385871389
782,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2010,2.43615809,Decennial Census,Planning district,8584358.8828125,14244.8385871389
783,Upper Northwest,percent_of_population_identifying_as_hispanic,2010,3.18945154,Decennial Census,Planning district,8584358.8828125,14244.8385871389
784,Upper Northwest,percent_of_population_identifying_as_nh_white,2020,25.67539243,Decennial Census,Planning district,8584358.8828125,14244.8385871389
785,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2020,4.20722903,Decennial Census,Planning district,8584358.8828125,14244.8385871389
786,Upper Northwest,percent_of_population_age_65_or_older,2023,16.71964399,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
787,Upper Northwest,percent_of_population_identifying_as_nh_asian_pi,2019,1.94884006,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
788,Upper Northwest,percent_of_population_identifying_as_hispanic,2020,4.49834645,Decennial Census,Planning district,8584358.8828125,14244.8385871389
789,Upper Northwest,percent_of_population_identifying_as_nh_black,2014,66.38794429,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
790,Upper Northwest,percent_of_population_identifying_as_nh_multiracial,2019,3.0261348,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
791,Upper Northwest,percent_of_population_identifying_as_hispanic,2014,3.1292216,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
792,Upper Northwest,percent_of_population_identifying_as_nh_white,2014,25.59393488,American Community Survey 5-Year Estimates,Planning district,8584358.8828125,14244.8385871389
