OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
8180,University Southwest,2014,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,26.29252712,,Final,20517629.6210938,25957.9381485591
8181,University Southwest,2014,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,97.72092569,,Final,20517629.6210938,25957.9381485591
8182,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,59.0981746,,Final,20517629.6210938,25957.9381485591
8183,University Southwest,2013,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,127.67036909,,Final,20517629.6210938,25957.9381485591
8184,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,54.86466133,,Final,20517629.6210938,25957.9381485591
8185,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,519,,Final,20517629.6210938,25957.9381485591
8186,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,460,,Preliminary,20517629.6210938,25957.9381485591
8187,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8188,University Southwest,2013,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,500.59109953,,Final,20517629.6210938,25957.9381485591
8189,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8190,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,11,,Final,20517629.6210938,25957.9381485591
8191,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,10,,Final,20517629.6210938,25957.9381485591
8192,University Southwest,2018,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,69.2743881,,Final,20517629.6210938,25957.9381485591
8193,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,12,,Final,20517629.6210938,25957.9381485591
8194,University Southwest,2020,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,66.89571973,,Final,20517629.6210938,25957.9381485591
8195,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,10,,Final,20517629.6210938,25957.9381485591
8196,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,19.67776729,unreliable,Final,20517629.6210938,25957.9381485591
8197,University Southwest,2018,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,18,,Final,20517629.6210938,25957.9381485591
8198,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,29,,Final,20517629.6210938,25957.9381485591
8199,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,43.53998165,,Final,20517629.6210938,25957.9381485591
8200,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,57.123832,,Final,20517629.6210938,25957.9381485591
8201,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8202,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,22.25865049,unreliable,Final,20517629.6210938,25957.9381485591
8203,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,18,,Preliminary,20517629.6210938,25957.9381485591
8204,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,28.76757671,unreliable,Preliminary,20517629.6210938,25957.9381485591
8205,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,21.57702234,unreliable,Final,20517629.6210938,25957.9381485591
8206,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8207,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,31,,Final,20517629.6210938,25957.9381485591
8208,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,56.89863286,,Final,20517629.6210938,25957.9381485591
8209,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,13,,Final,20517629.6210938,25957.9381485591
8210,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8211,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8212,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8213,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8214,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,14,,Final,20517629.6210938,25957.9381485591
8215,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,21,,Final,20517629.6210938,25957.9381485591
8216,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,33.00146879,,Final,20517629.6210938,25957.9381485591
8217,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8218,University Southwest,2016,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,35.71096049,,Final,20517629.6210938,25957.9381485591
8219,University Southwest,2016,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,131.44787313,,Final,20517629.6210938,25957.9381485591
8220,University Southwest,2015,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,112.57560022,,Final,20517629.6210938,25957.9381485591
8221,University Southwest,2015,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,17.69829427,,Final,20517629.6210938,25957.9381485591
8222,University Southwest,2016,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,27.12077726,,Final,20517629.6210938,25957.9381485591
8223,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,40.93928733,,Final,20517629.6210938,25957.9381485591
8224,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,14.95522371,,Final,20517629.6210938,25957.9381485591
8225,University Southwest,2012,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,33.30737328,,Final,20517629.6210938,25957.9381485591
8226,University Southwest,2013,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,35.39821948,,Final,20517629.6210938,25957.9381485591
8227,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,64.95160415,,Final,20517629.6210938,25957.9381485591
8228,University Southwest,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,533.05030884,,Final,20517629.6210938,25957.9381485591
8229,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8230,University Southwest,2019,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8231,University Southwest,2018,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,78.77972067,,Final,20517629.6210938,25957.9381485591
8232,University Southwest,2013,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8233,University Southwest,2013,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,76.86874779,,Final,20517629.6210938,25957.9381485591
8234,University Southwest,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,11,,Final,20517629.6210938,25957.9381485591
8235,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8236,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8237,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,13,,Final,20517629.6210938,25957.9381485591
8238,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,23.92963504,unreliable,Final,20517629.6210938,25957.9381485591
8239,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,31,,Final,20517629.6210938,25957.9381485591
8240,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,57.35083746,,Final,20517629.6210938,25957.9381485591
8241,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,12,,Final,20517629.6210938,25957.9381485591
8242,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8243,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8244,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,13,,Final,20517629.6210938,25957.9381485591
8245,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8246,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8247,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,16,,Final,20517629.6210938,25957.9381485591
8248,University Southwest,2016,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,119.18617757,,Final,20517629.6210938,25957.9381485591
8249,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,12,,Final,20517629.6210938,25957.9381485591
8250,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,25.37337416,unreliable,Final,20517629.6210938,25957.9381485591
8251,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8252,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,123,,Final,20517629.6210938,25957.9381485591
8253,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,234.48179403,,Final,20517629.6210938,25957.9381485591
8254,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8255,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,23.37593906,unreliable,Final,20517629.6210938,25957.9381485591
8256,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,34,,Final,20517629.6210938,25957.9381485591
8257,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8258,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,161.02249744,,Final,20517629.6210938,25957.9381485591
8259,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,585.03703164,,Final,20517629.6210938,25957.9381485591
8260,University Southwest,2016,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,32.78308443,,Final,20517629.6210938,25957.9381485591
8261,University Southwest,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,15.93137255,unreliable,Final,20517629.6210938,25957.9381485591
8262,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,37.03817411,,Final,20517629.6210938,25957.9381485591
8263,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,134.14758749,,Final,20517629.6210938,25957.9381485591
8264,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,107.4555759,,Final,20517629.6210938,25957.9381485591
8265,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,18.60085709,,Final,20517629.6210938,25957.9381485591
8266,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,11.81541214,,Final,20517629.6210938,25957.9381485591
8267,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,21.15427038,,Final,20517629.6210938,25957.9381485591
8268,University Southwest,2015,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8269,University Southwest,2014,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,77.11106786,,Final,20517629.6210938,25957.9381485591
8270,University Southwest,2014,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,71.07081802,,Final,20517629.6210938,25957.9381485591
8271,University Southwest,2013,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8272,University Southwest,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8273,University Southwest,2020,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,75.97513665,,Final,20517629.6210938,25957.9381485591
8274,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,36.53276559,,Final,20517629.6210938,25957.9381485591
8275,University Southwest,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,11.38716356,unreliable,Final,20517629.6210938,25957.9381485591
8276,University Southwest,2012,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,77.48488027,,Final,20517629.6210938,25957.9381485591
8277,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,11,,Final,20517629.6210938,25957.9381485591
8278,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,17.06236834,unreliable,Final,20517629.6210938,25957.9381485591
8279,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,35,,Final,20517629.6210938,25957.9381485591
8280,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8281,University Southwest,2023,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8282,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8283,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8284,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8285,University Southwest,2017,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8286,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,166.74448947,,Final,20517629.6210938,25957.9381485591
8287,University Southwest,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8288,University Southwest,2017,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,134.68704145,,Final,20517629.6210938,25957.9381485591
8289,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,103.90275263,,Final,20517629.6210938,25957.9381485591
8290,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,20.3960973,unreliable,Final,20517629.6210938,25957.9381485591
8291,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8292,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8293,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,124,,Final,20517629.6210938,25957.9381485591
8294,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,11,,Final,20517629.6210938,25957.9381485591
8295,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,13,,Final,20517629.6210938,25957.9381485591
8296,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,24.34154735,unreliable,Final,20517629.6210938,25957.9381485591
8297,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,54.05512298,,Final,20517629.6210938,25957.9381485591
8298,University Southwest,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8299,University Southwest,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8300,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,20.187024,unreliable,Final,20517629.6210938,25957.9381485591
8301,University Southwest,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8302,University Southwest,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8303,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,33.56369261,,Final,20517629.6210938,25957.9381485591
8304,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,32.73664488,,Final,20517629.6210938,25957.9381485591
8305,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,106.04549676,,Final,20517629.6210938,25957.9381485591
8306,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,117.39632604,,Final,20517629.6210938,25957.9381485591
8307,University Southwest,2012,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,482.74318154,,Final,20517629.6210938,25957.9381485591
8308,University Southwest,2019,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,68.95042194,,Final,20517629.6210938,25957.9381485591
8309,University Southwest,2018,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8310,University Southwest,2018,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8311,University Southwest,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8312,University Southwest,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,12,,Final,20517629.6210938,25957.9381485591
8313,University Southwest,2013,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,11,,Final,20517629.6210938,25957.9381485591
8314,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,536.75306241,,Final,20517629.6210938,25957.9381485591
8315,University Southwest,2021,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,33.19688137,,Final,20517629.6210938,25957.9381485591
8316,University Southwest,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8317,University Southwest,2012,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,71.54047117,,Final,20517629.6210938,25957.9381485591
8318,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8319,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8320,University Southwest,2016,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,25.84348784,unreliable,Final,20517629.6210938,25957.9381485591
8321,University Southwest,2021,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,67.52041742,,Final,20517629.6210938,25957.9381485591
8322,University Southwest,2022,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,68.7784147,,Final,20517629.6210938,25957.9381485591
8323,University Southwest,2017,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,75.24319343,,Final,20517629.6210938,25957.9381485591
8324,University Southwest,2017,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,69.51063741,,Final,20517629.6210938,25957.9381485591
8325,University Southwest,2018,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,18.34862385,unreliable,Final,20517629.6210938,25957.9381485591
8326,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,35.60681419,,Final,20517629.6210938,25957.9381485591
8327,University Southwest,2016,Planning district,All sexes,All races/ethnicities,<1,All causes,count_perinatal_deaths,13,,Final,20517629.6210938,25957.9381485591
8328,University Southwest,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,12.75510204,unreliable,Final,20517629.6210938,25957.9381485591
8329,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,24.86109534,,Final,20517629.6210938,25957.9381485591
8330,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,80.51021984,,Final,20517629.6210938,25957.9381485591
8331,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,123.25875119,,Final,20517629.6210938,25957.9381485591
8332,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8333,University Southwest,2014,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,127,,Final,20517629.6210938,25957.9381485591
8334,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,232.41553491,,Final,20517629.6210938,25957.9381485591
8335,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,9.08787435,unreliable,Final,20517629.6210938,25957.9381485591
8336,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8337,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,29,,Final,20517629.6210938,25957.9381485591
8338,University Southwest,2012,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8339,University Southwest,2013,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8340,University Southwest,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,-99999,suppressed,Final,20517629.6210938,25957.9381485591
8341,University Southwest,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,140.5365482,,Final,20517629.6210938,25957.9381485591
8342,University Southwest,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8343,University Southwest,2023,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,-99999,suppressed,Preliminary,20517629.6210938,25957.9381485591
8344,University Southwest,2016,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,75.87126041,,Final,20517629.6210938,25957.9381485591
8345,University Southwest,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,36.34184323,,Final,20517629.6210938,25957.9381485591
